,text,AG
759,la ven más perra que ellas y siempre están criticando estás mujeres que viven en competencia son una comedia ridículas,1
760,llamar guapa a una chica es micromachismo pero querer azotar a una mujer hasta sangrar o llamar puta a arrimadas es satira ,0
761,que haces con cc mogolica pili  puta tomi callate httpstcoceuxzhuc,1
762,después de  años logré deshacerme de mis puntas güeras cortándome el cabello  veces y ahora que creen pues obvio estoy pelona y me lo quiero volver a pintar por qué somos así las mujeres ,0
763, ay ya callate mejor perra ve a decir eso afuera de twitter httpstcoypqgwtzb,1
764, cállate perra,1
765,mi cuñado quiso tomar a la par de los otros y bueno aca esta hablado árabe jajajaja,0
766, callate puta  vamos a hacer algo q me aburro,1
767,fallecen  inmigrantes en italia tras accidente de camión agrícola httpstcovzccnrdsou vía ,0
768, será mi perra y no me voy a quedar callada como otras personas ya basta guarden éste maldito tweet,0
769,la infaltable oxigenada aspiracional una pobre y patética copia sudaka d todo lo ke hacen los gringos qué irá a hacer esta farándulaedil cuando los gringos se les ocurra comer caca httpstcoxopgncfv,1
770,pero en serio se la comerias o sea si te dicen tu comemela  hombre pues en el medio de la calle no pero vamos obvio jajajajdjaj httpstcoycvhmlkrt,0
771,mi novia es más puta que la tuya,1
772, callate que yo tmb te extraño perra,1
773,cómo reciben diálisis los inmigrantes indocumentados en eeuu   cnn httpstconxxzrqpm daniel esgardo rangel barón httpstcocsssrtqz,0
774,no hace mas que confirmar que esta inmigracion no va a ser productiva y nos va a costar un pastizal gente sin preparacion alguna y con experiencia en violaciones y masacres httpstcojanclffjq,1
775, el hijo de puta quiso estirar el pase al arquero hasta el último momento merecía ser gol y que lo maten,0
776, puta men ya callate,0
777,ay ya cállate hija de toda tu puta madre aparte de puta arguendera,1
778,q ministra d lo que falta y lo que sobra trabajo y migracionesdiga q ve n casado y rivera tendencias racistas y xenófobas x visitar ceuta es como si yo digo q sánchez e iglesias lo son x no tener inmigrantes dentro d la valla d moncloa o d la navata httpstcovcitoymvut,0
779, una puta mierda luego hablan de democracia y de tonterías se lo montan bien eso tendría que estar prohibido y mientras españoles jubilados muriéndose d hambre,0
780, marico eso era lo único que merecía la puta esa me paso la tesis con  webon y me iba a raspar solo que elio metió la mano por mi la tesis no estaba mala solo estaba esperando la tesis para hacerme sufrir todo lo que yo la hice sufrir,1
781,podían poner los taxis bloqueando el paso en la valla de ceuta,0
782,toni albà de exhibirse desnudo frente a menores a llamar 'mala puta' a inés arrimadas qué enseñará este enfermo a sus hijos httpstcoxqqjrxsyq,0
783,tu mujer es muy linda para verla con un solo ojo' la puta madre jajajajajajajjajaj,0
784, el inmigrante que pablo casado quiere para españa una historia de httpstcoeyguopaw,0
785,ya van dos veces que me llegan notis de youtube y ningúna es de mi hijo¡pueden dejar de provocarme un mini infarto la re puta madre,0
786,lamentables provocaciones' és la concha de tu madre hijo de puta httpstcojqcgdsbmg,0
787,casi un centenar de inmigrantes alojados a cargo del contribuyente en hostales de zaragoza ante la saturación de los centros de acogida httpstcolewbqhhrmp,0
788,no entiendo por que nunca me puedo quedar callada cuando me dicen algo la puta madre siempre tengo que insultar,0
789,hacelo reverendo hijo de puta no mereces ser radical ni por herencia httpstcoksvxnxyy,0
790,el buque de lleva cinco días a la deriva con  inmigrantes rescatados esperando que sánchez castejon quiera dar otro golpe de efecto en esta campaña de marketing que tiene montadasánchez son seres humanosdeja el marketing y actuaestás tardando demasiado,0
791, también he visto usar “escarceos amorosos” para referirse a sus intentos de violacion y acoso es penoso,0
792,esto es para ti indocumentado httpstcomqqaaq ,0
793,la coalición árabe niega haber atacado al hudeida y asegura que el ataque contra un mercado y un hospital que dejó ayer más de  muertos fue perpetrado por los rebeldes hutíes con proyectiles de mortero ,0
794,mientras los manteros atacan a turistas y hay reyertas en el raval ada colau ha visitado el pueblo italiano de riace repoblado dando casas a inmigrantes y refugiados un ejemplo de acogida integración y lucha contra la xenofobia pues que se quede allí indefinidamente,0
795,gorda chaconda tu eres por mi polla la mujer perfecta quiero ver todo el tuyo cuerpo da bbw mueverse sobra de mi ,1
796, tu eres la escoria del país maldito ladrón vete s tu país pero no t lleves nada de dinero q has hecho en mi país a causa d corrupt,0
797,difundamos movimiento semen un rt de ayuda,0
798, cállate perra si ahorita te tomaste una ultra,1
799, el es un cabron y la otra una zorra dependiendo de si sabía o no la situación del tio,1
800, callate puta ,1
801,que estan haciendo los dos han enseñado la polla en la cara y me la deje asi,0
802,en su país árabe que desconozco ni me importa habrá pena de muerte de acuerdo que la ejecuten según sus extrañas y repugnantes leyes por favor salven a ese niño no tiene culpa de nada es inocente y merece oportunidades dónde coño está la onu unicef unesco y su farsa httpstcomtyuixs,1
803, cállate el hocico perra básica tu gfa y otras ciertas personas que conocemos jeje lo puse por cosas que me han pasado y ahora finalmente me han hecho pensar así mejor ve a joder a tu minion fav ok d antemano grax,1
804, cállate perra,1
805, callate puta x lo menos yo tengo la custodia,1
806, te mereces eso y más porque a mi no me dejas dormir zorra,1
807,como me caga que me digan te recomiendo una pelicula y me la empiecen a contar si te pregunto adelante si no callate la puta boca,0
808,que si uno es puta que si uno es lo otro mij cállate la boca y vive y deja vivir al final la qk no es de ninguno de los que habla mierda,0
809,sin eta esto no será lo mismo albert cómo haremos para asustar a los paletos lo de venezuela ya no se lo traga ni el más imbécil no me seas lila pablo tenemos a los negratas y los moros que vienen por millones a quitarnos el pan joderrrr httpstcoxrcvqbyxa,1
810, no quería empezar el año puteando pero vo te mereces unas chuchas tonto sapo y la ctm rata perra culia ,1
811, buena descripción aunque se te ha olvidado decir la puta moralina todos tienen que enseñarte y educarte con su puta moralina de los cojones es una serie muy milenial,0
812, agrega puta zorra yo te uso como te mereces y te ago mas puta de lo que ya eres,1
813,los traficantes de inmigrantes proactiva open arms están dando vueltas entre cerdeña y túnez con  inmigrantesmalta e italia no les dan permiso para desembarcar y otra vez quiere venir a españaque los desembarque en túnezlibia egiptoque europa está llenasobran la mayoría,0
814,me ha gustado un vídeo de httpstcocishaltjbr  por qué tanta inmigracion hacia chile,0
815, mereces lo peor hija de mil puta ojalá nunca más vuelvas ah ver ah tús hijas basura,0
816,una cosilla que se me viene a la mente señor  por qué en vez de pasar sus vacaciones en mojácar no se va a la valla de melilla a parar las avalanchas de subsaharianos que la saltan y a los que usted da trabajo alojamiento y subvenciones,0
817, que los tres garcía anduvieran detrás de la güera y que ella se quedara con el más güero de los  httpstcomznmsvfyb,0
818,tu es que la puta rubia esa es gilipollas que le dicen callate que no es y la otra venga venga venga httpstcovexrwwosk,1
819,con la sanidad abierta a todo el mundo y cobrando del paro con pocos requisitos yo si fuera inmigrante me venia de cabeza menudo chollo,0
820,sabes porque las mujeres van vestidas de blanco el dia de la boda  para hacer juego con el microondasla neverala lavadora,0
821,y es que estoy hasta la polla de leer siempre en las noticias a alguien diciendo 'pero no todos los hombres somos así' tío en vez de defender tu puto orgullo herido por generalizarte en algo que eres capaz de normalizar lucha apoya y haz que algo así no sea algo normal,0
822,horrible nadie ni nada te obliga a violar a httpstcohnaoycvk de los refugiados del aquarius me obligaron a violar a menores y animales durante meses httpstcoqrzjqawv vía ,0
823,mega arabe remix la rompe toda amigo q zarpado q esta,0
824,he aquí por qué los judíos y los árabes escriben de derecha a izquierda httpstcocxrbigz,0
825, pero si tú eres la primera en poner peros cuando te digo para salir perra,1
826,los invito a hacer un ejercicio de registro fotográfico cuántas habrá en la que se llamen el güero esta es una de mis favoritas para suadero en la san miguel chapultepec httpstcouemvynvgh,0
827, callate que nos amas perra en celos,1
828, te estoy dando una casa para que te mejores y no dejas de poner pegas cállate de una vez la puta boca primer aviso ya le estaba tocando la moral con tantos impedimentos se notaba perfectamente cuando nozomu acababa cabreándose y no daba pre,0
829, y sobre cómo 'distinguir y separar claramente' lo que es violación y acoso de aquello que no lo es httpstcokpxlvrjg,0
830, callate puta de mierda lo dijiste por mi pelotuda olor a culo cara de culo culo en los pies culo con cara concha de culo olor a culo te llama tu mama la culo sabes culo,1
831,este chamo es de caigüire abajo del barrio 'las pepitonas' desde que está triunfando en los emiratos árabes no ha dejado de apoyar al talento y a los niños que juegan fútbol en cumaná también hablemos de lo bueno httpstcoziqpcmhjf,0
832,a todas mis primitas les enseñaron a decirme tia es mi prima la puta madre prima,0
833, callate zorra bueno ahora si me voy a dormir,1
834,esto debió hacerlo hace años en todo el territorio nacional muchos extranjeros indocumentados jodiendo a httpstcofdlgcie,1
835, tu eras un hombre de pocas palabras  con un callate hijo de puta me hubiera servido,0
836,eliminar el cáncer del top manta subsahariano en con  medidas de oro detener a sindicatos de delincuentes que encima van por ahí como interlocutores repatriaciones masivas a áfrica cierre y repatriaciones masivas de chinos proveedores,1
837,la mujer es muy zorrasabe como y q hacerpara cagar a un tipomas si el tipo esta enamoradoo es un boludoque le cree todole compra todole da todos los gustosy termina cagadoyo solo quiero recuperar a mi hijoesa minase lo llevono me deja verlo httpstcolczbboli,1
838, un imbécil que dice ahora el payaso este la zarigueña y gema de las infidelidades de kiko rivera eh sois escoria,0
839,qué dices cerda no puedo oirte con mi polla en tu garganta ja ja ja ja ja httpstcozxaaygcx,1
840, cállate ok se aman déjalos vida solo hay una perra,1
841, tú cállate hija de perra httpstcorhadhosvi,1
842,estos dos moromierdas son los que han matado a adrien rip httpstcowtjusdevwn,0
843, guarra es la persona que no se lava no una chica libre de enseñar lo que quiera y como quiera ,0
844,la derecha ya ha marcado su línea de disputa y discurso los medios tenemos hoy una gran responsabilidad en cómo contamos esta situación los inmigrantes llegados este año a españa sólo llenarían un cuarto del estadio santiago bernabeu httpstcofljvgba,0
845,te mereces todo lo mejor pero no en esta vida pinche puta,1
846,ahora mirad la actuación de raoul y decidme a mi puta cara que merecía quedarse frente a cepeda decídmelo,0
847, nathan drake es un buen polvo y tu eres una puta paja dicho eso escupió cerca de sus pies con em ceño fruncido ojalá la avaricia acabe contigo rafe dicho eso le dio la espalda haciendo amago de irse,0
848, jajajajajaja que perra cállate  resolución de  poner atención,1
849, las mujeres son pendejas aquí y en francia una cosa es el ligue y otra el acoso sexual salu,1
850, no podés ser tan forro o tan hijo de puta q dios te dé mucha enfermedad de todo tipo mereces lo peor del mundo,0
851,qué tiene una mujer de  entre las tetas que no tiene una de  el ombligo,0
852, nada que exigir tu eres un arrastrado al regimen escoria basura politica engatusador,0
853,no sé qué ventaja le veis dejar entrar a subsaharianos a nuestro maravilloso país vienen a quitarnos el trabajo y nos traen olas de calor,1
854,macho aquí te llaman guarra ya por enseñar las orejas httpstcovomjsveey,0
855, los otros se venden ja tú eres la puta política mayor eres la madame  vergüenza ajena das pobres tus hijos habrán aprendido de tu cinismo,1
856,busca nl inversión de emiratos árabes httpstcozwkupgay,0
857, cállate puta,1
858,en que se parece una mujer a un cientifico en que al cientifico le pasan cosas por la cabeza y a la mujer le pasan cabezas por la cosa,0
859, una polla de  cm te hace falta para estar ocupada y no decir tonterias,1
860, callate puta cerda xao t odio puta chuky,1
861, si pero el acoso y asesinato por resistirse a una violación es mucho más grande en la población femenina que en la masculina a las mujeres se les mata más por el simple hecho de que aún existen enfermos que sólo,0
862,nada te pidió tu puta opinión cállate alv yo cuando me dan una opinión que no pedí,0
863,me e marcado un gazpacho gitano sevillano que se bebe un vaso un subsahariano se vuelve a su tierra se pone a trabajar y levanta el solo el pais,0
864,ya que tú eres de mucha indirecta te voy a decir una cosa a ti nunca te van a coger para serio eres puta y la que es puta nadie la respeta no esperes más de lo que tú no das metete con alguien que sea igual que tú y deja a los demás quietos,1
865,fav si te vienes a dormir conmigo y te pego una patada en la cara al despertarnos por la mañana,0
866,mami no es que yo te quiera decir puta pero si tu eres bien putaputaputaputaputaputaaa ,1
867, definitivamente tú eres un grandísimo hijo de puta el coño de tu madre si el escenario es negro para ti es blanco siempre juzgando a dividir y llevar la contraria te propongo algo deja que te coja un burro con los ojos azules,0
868, justamente los violadores son la escoria de los hombres la forma más baja de vida animal,0
869, callate mentiroso hijo de re mil puta,0
870,encima cachondeo en lugar de unirse todos los países que están cansando de tanta inmigración ilegal para luchar contra soros y las mafias que el maneja,0
871, tu eres culpable de esta desgracia y quieres lavarte tu cara maldita perra háblale al mundo del gran fraude a la nación una imagen vale más que mil palabras httpstcoxfstdratua,1
872, tu callate estupida lo insulto porque me da la gana roba maridos eso es lo que eres tu maldita zorra,1
873, puta pendeja zorra me cagas imbecil deja de putear pinche golfa,1
874,adán canta “mi novia es sevillista y una puta más”enhorabuena por la victoria la prima podrías usarla para que te enseñen valores respeto y comprarte algún libro de autoayuda para semejante idiotez,0
875,eso y que la existencia de internet también ha motivado a muchos imbéciles a extender su acoso no es tan simple como «apagar la computadora» httpstcocyqgveudsv,0
876,su novia es puta,1
877, callate zorra del orto estoy en wilde dame bola,1
878,no es idéntica pero se parece en q gana el mejor también se parece en q aunque tu rival sea escoria si tu eres mas escoria q el pierdes httpstcoxgeviyh,0
879, callate hijo de puta q vos te diste cuenta hace  meses máximo,0
880,mi novia es demasiado hermosa puta vida nojoda culo,0
881, pero en temas de filosofía no tenenos ni puta idea alicia está ahí para enseñarnos,0
882,ains ya no queda buen machismo como el de antes,0
883,¡¡semen movimiento machista internacional únete,0
884, no veo la correa de perra para que te traten como mereces,1
885, getrepost como inmigrante amp viniendo también de una familia de inmigrantes siento la responsabilidad de alzar mi voz por los miles de personas que no pueden hacerlo… httpstcosybngofzk,0
886,por que las mujers fingen cuando hacen el amor por que se creen q nos importa,0
887,racismo es que te pregunten porque eres prieto si tu mamá es güera,0
888,me re estresa ser tan hija de puta pero a ver viejo de mierda cállate que quiero dormir,0
889,cojer con mí novia es lo mejor que existe alta perra encima,1
890,trump arremete contra las mujeres que lo acusan de acoso sexual asegura que las denuncias de las  mujeres son 'historias inventadas' httpstcoarpptyt httpstcouepkgp,0
891,mueren  inmigrantes en italia en accidente de camión con trabajadores agrícolas  httpstcouemuxexgid httpstcooeptqs,0
892,le dije a mi mamá que extrañaba a un pibito y me tiró los pelos jajajajajajajjaja enseñandome como en los viejos tiempos perra,0
893,a todos que critican la llegada de inmigrantes y crean que nos quitan trabajo les dan demasiadas ayudas y demás que se miren el programa de hoy de ar a partir de las  y que se queden con eso que han dicho vienen a hacer el trabajo que los españoles no quieren,0
894,para colmo le soplan puras estupideses 'shhiii cállate haste el tonto nooo won no digas eso puta q la cagaste' httpstcobbbkrgfv,0
895,querido amig godinez hoy se vale que tu café lleve piquete de vodka ¡chingale te lo mereces ningún jefe en su perra vida,0
896,desde siempre y para siempre httpstcornbtpaxc,0
897, vos callate zorra jajaja,1
898, cállate y deja d decir puta,0
899,asi es nuestro periodismo dais ascono mereceis q os llamen profesionales “golfa perra” el último testimonio pone al padre de diana en el disparadero wwwesdiariocomgolfaperraelultimotestimonioponealpadrededianaeneldisparaderohtml vía ,0
900, la inmigración ilegal en melilla ofrece datos preocupantes un  más en  httpstcopvqdaufl httpstcoezefulxlw,0
901,el reggaeton árabe de los anuncios de youtube no juega carro,0
902,,0
903, hierba mala nunca muere dicen es un pedazo de imbecil que ojala le cerraran el canal es el loganjake paul español escoria,0
904,matan gente con sindrome de down y no pueden ejecutar a las decenas de árabes httpstcoshltlfd,1
905,  que no te pego una pegatina en la cara no más,0
906,si leo una vez más que victoria donda se merecía que la repriman por puta salgo a los tiros,0
907, tu puta madre no te queria ofenderpero te lo mereces,0
908, callate hijo de puta sos el primero en justificar y promover esta mierda,0
909,los  minutos d gloria de una asociación gracias a   ediciones del ofrecieron amplia cobertura a la contra los del salto de la de interpuesta x una asociación fantasma con conexiones httpstcoktrpgrh,0
910, “el gobierno ha reforzado el sistema nacional de protección internacional y de acogida al aprobar una oferta de empleo público extraordinaria y adicional de  plazas destinadas a mejorar la atención a los solicitantes y beneficiarios de protección” httpstcoywfkmscj,0
911,pura locura estos arabes httpstcoynjfxjkslq,0
912, sería para partirse la polla si ahora yo pongo que todas las mujeres son basura,1
913, cállate puta perra después quieres que nosea mamón contigo puta perra deja de creerte gringa si naciste en la cdmx deseguro,1
914,a los inmigrantes ilegales hay que deportarlos a su pais de origen ¡¡ya  el gobierno creará un mando único policial para combatir la inmigración ilegal httpstcodrlsowwb vía ,1
915,y si tú eres uno de los amigos que le celebra el comportamiento de esos hombres eres cómplice del acoso sexual,0
916, y su padre no es acusado por intento de violación y acoso sexual y otras agresiones sexuales las mujeres que lo denuncian más ,0
917,aborto de ardilla  jaja callate aborto de perra sarnosa httpstcothqlkkpc,1
918, contame cuantos casos de abuso acoso y violación son contados en el momento o en el mimo año que sucede el hecho porque las estadísticas muestran que la víctima puede tardar meses años y hasta callarse de por vida por sentir mie,0
919,pffffffft ya wish güera,0
920, aaaaa callate maldita perra que vos tambien me tenes abandonada,1
921,afirmo con enojo que su forma está haciendo tonterías y mal acoso en japón httpstcoyvnriuzw,0
922,machista machista ¡yo machista dios que os hizo inferiores,0
923, es verdadyo siempre acoso a mujeres de faldas hasta la rodilla y botas baqueras y el peinado tambien influye muchisimo,1
924,en estas noticias siempre me voy a leer el final sí ahí donde pone eso de un individuo de origen magrebí y si no lo encuentro entonces sé que era subsahariano httpstcodamfouhg,1
925, os merecéis que la fiscalía actúe de oficio por un delito de acoso laboral algún día ese tipo de actos os pasará factura alberto director de hoy pensé que eras más profesional pero eres tan indecente y grosero como los ot,0
926, suele pasar te tengo que enseñar uno donde  comentarios de  me dicen lo mismo qué puta risa,0
927,me encanta mi vestido de mujerzuela zorra suripanta no se los voa enseñar…aún,1
928,ya por fin con  libre de puntas güeras httpstcobdufmrmgf,1
929,antojada de dulces árabes  baklava te pienso httpstcosskahdbzrd,0
930, nos turnamos para enseñarle la polla a granados en el comedor,0
931,menos mal que el ínclito marlasca nos ha abierto los ojos  tiene la culpa de la invasión de negratas  éstos psoepodemitas no tienen arreglo  dimisión ya ,1
932,y dos al musulmono una por gilipollas y otra por si la pierde httpstcovxwmqxqfz,1
933,por que no se mueren manga de boludos acoso es acoso aca y en tu culo chau httpstcornvqhqze,0
934,los árabes y similares con su doble moral es el reyno d los mayates donde la mujer la ven como una amenaza a sus cochinadas qse hacen en lo oscurito en sus clubs de amiwis liberar a la mujer arabe es dificil por q sus mentes estan amoldadas hacer negocios con ellos lo peor httpstcotzarahz,1
935,se debería incluir en las escuelas la asignatura del islam ya que para el  españa será mayoría musulmana y así empezar a adaptarse,0
936,enferma hija de mil puta y la concha gorda que te pario soreta te mereces una muerte lenta y dolorosa te odio te odio te odio te odio gorda cinica httpstcouzuenuv,1
937,como no lo cago a palos un abuelo o abuela se lo merecía el hijo de puta  espero que le hagas preguntas al hueso sl pelotudo de macri habla del lavado de macri forro httpstcoecjwjcvlec,0
938, con q vengan muchos ya sobra aquí hay demasiados d todos subsaharianos en las calles tirados manteros perjudicando comercios legales y vendiendo copias marroquíes donde trabaja el y viven la mujer  niños y  abuelos en ciudades y pueblos estamos llenos a su casa,0
939, basta poned pie en pared a tanta provocación y cortad la humillación de estos cuatro hijos de perra,0
940,perra estúpida diciendo esas tonterías en mi tl no señor,1
941,la opinión por qué la industria agrícola no defiende a los trabajadores indocumentados que tanto depende httpstcolqvtszqbzz a través de ,0
942, diras ahora q es una patraña q tu eres un dios q eres incorrutible cpncha de tu puta madre ladron preso tu keiiko y ppk httpstcomqoqxnqktp,0
943,alemania chulo inmigrante musulmán ya sabe que es el fuerte en un país que ha claudicado pronto levantarán a tu madre a tu abuela a tu hija del autobús que han pagado por qué no tenemos sangre ya despierta españa wake up europe httpstcopjswuavqi,1
944,una mujer denuncia acoso abuso o violación y la mandan a la casa despues quieren parar los femicidios poniendoles mas pena cuando no te da no te da,0
945,acoso no es abuso ni violación naturalizar un acoso como si nada sin mediar palabra que retracte conductas no está ni un poco bueno,0
946,mi mamá hace empanadas árabes para el viernes  la docena el que quiera me avisa es de carne tierna lo hacemos a mi sobrinito tiene  años ahre marginal ,0
947, tu tya k es x la noxe k en teoria tu eres la lista menuda puta mikerda de roleplay estasmos ahciendo tus putosa meurtos afasa,0
948,lena dunham prepara una serie sobre feminismo para hbo' afirman que se rodará integramente en una cocina httptcoxjcfgoc,0
949,aprendí a decir algunas groserías en árabe y practiqué con un cliente que me súper cagó ,0
950,mira lo qie te digo me da igual que sea gabacha pero eso de ser weasley como que no,0
951,así como a muchos les encabrona que les digan negros a mi tambien me encabrona y doble que me digan güera para mí no es un alago ni mucho menos superioridad,0
952,tu vete a la verga puto sudaca,1
953,me encanta lo guarra que eres te follaria hasta provocarte un nuevo desgarro vaginal  si provocas un desgarro vaginal follando follas bastante mal httpstcojuumdicd,0
954,cuando venga a uruguay yo le voy a enseñar a decir 'lo siento perra' ahre httpstcoojssnrd,0
955,i added a video to a playlist httpstcoezrckwtoh pio la ditingancia discute con un inmigrante mexicano y lo manda a,0
956,creo que a partir de ahora empezare a subir videos a yt cagandome en la puta madre de todo el que se lo merezca me voy a forrar con todo el subnormal que hay suelto empezare mañana,0
957,si somos sudacas que no se note  httpstcoxduoapwol,0
958, abu la puta amdew felicidades te lo mereces muchisimo,0
959,caricachupas presenta nombres de taquerías chidas por ejemplo de cochinada los cocuyos güeros boturini abanicos ramiro tepito de milanesa el papi el paisa cuñaó ,0
960, que panda de hijos de puta estáis hechos el único sitio en el que merecía estar es entre rejas,0
961,puta escoria es quien te hace sentir así de mal porque no te mereces sentirte así de mal httpstcohqrnhfia,0
962, en tu culo es mi polla,0
963, cállate que es de mi pueblo puta zorra,1
964,las nuevas 'autoridades' de inmigración se lo dicen claro a  gibraltar no es una puerta de entrada a españa… con el tema brexit el reino unido va a dejar de formar parte de la unión europa la inmensa httpstcopoftmhjn,0
965, callate que si saliste sobria maldita perra,1
966, callate la puta boca tio,0
967, cállate eres perfecto maldita sea no le hagas caso a la perra zorra de titán que te valga puta verga lo que diga aaaaaaaah,1
968,comportamiento ejemplar no paga billete se cuela le pillan y se pone chulo y amenaza que buena es la inmigración sin control nos entran personas agradables amables que solo buscan estar encima tuya pero no pasa nada httpstcoxjobqnfmxs,1
969,un policía nacional se infecta de sarna al trasladar a inmigrantes de una patera httpstcoaiwdaedri,1
970,pues no éramos un país laico me he perdido algo y ahora el islam no es una religión qué será lo próximo quitar las ayudas a la iglesia para dárselas a las mezquitas marque la x en su declaración para ayudar a la mezquita httpstcohjcsvzsxr,0
971,alguien que tenga el numero del güero de super vale,0
972,baby yo sé que tú eres bien puta yo lo sé la puse en cuatro pero nunca la besé ,1
973,yo cuando alguien me dice güera httpstcoayslktd,0
974,cuando tu eres la única que sabe hacer picoway resolve y todas quieren que les enseñes te sientes la más perra del mundo ,0
975,vivir a la defensiva en un bello lugarque todos podrían disfrutar árabes e israelíes httpstcozpmdaqk,0
976,internet se nos fue de las manos y muchas vidas la están pagando ahora suicidios acoso violación a la privacidad exposiciones innecesarias robo de identidad y no se está hablando mucho de ello no como deberíamos hacerlo httpstcoihzzolsrt,0
977, túcomo siempre dices tonterías lo del acoso escolar lo habéis mencionado vosotros manipular se te da bien y tonto eres mucho renuncia a tu acta de diputado del parlamento de españa sinvergüenza,0
978, los comunistas cuantos asesinatos cometieron con franco no te violaban por la calle no tenías moros con navajas atracando no te ibas a trabajar y te okupaban tu piso manteros drogas y asesinos y rumanos sudacas con  detenciones,1
979, es callada esa zorra ,1
980,agos te voy a extrañar bocha perra pero te mereces el mejor viaje de todos t amo mil te voy a extrañar mucho mucho enserio httpstcophrkfbnuyb,0
981, calláte perra sarnosa tú hablando de corrupcióny se te olvido la salita del sin con tu cachmontesinos,1
982,cuándo viajará la mujer a la luna cuando se tenga que limpiar,0
983, estuve  horas ayudando a mi perra para que tenga a los perritos hace  días que no dormía jajaja me lo merecía,0
984, zorra montesinos asi se llama keiko o tu madre  bueno todos sabemos de donde viene los tentáculos o acaso eres tan fanático para no ver como acciona esta banda criminal  y de joaquín pues espera que ya viene la prisión pr,0
985,en manos de falitodejerez revolverjerez en jerez de la frontera andalucia spain httpstcohnlavash,0
986, callate hija de puta jajajajajajajajajaja,0
987, dalas tu eres la escoria ademas nadie se acostaria con tu hermana con oo fea q es,1
988,todos estan negados a enseñarme a manejar hijos de puta ya los voy a atropellar tarde o temprano,0
989,eres la puta ama  por eso soy tú esposa porqué tu eres el puto amo httpstcocrrvekpuo,0
990,apuesto que eres tan zorra que si alguien se acuesta contigo adquiere una ets  yo soy casi virgen asi que cállate httpstcoxguffgfqc,1
991, no tu eres puta y casta,1
992,europa ni se ha enterado ni se quiere enterar de la inmigración masiva ni de la colonización musulmana hasta que sea demasiado tarde en cuanto a marruecos un pais chantajista y lo estamos viendo despues de haber violado nuestras fronteras esta horda de subsaharianos,1
993,y me pongo árabe cuando tomooo,0
994,frases árabes mas bellas del mundo – proverbios árabes httpstcogysnjiyoo,0
995, lilinette es una puta pero tú eres un amor <,1
996,ojala recibamos mas inmigrantes como tu y no putos negratasno soy racistayo respeto mucho a los latinos  gilipollas httpstcotllavxg,1
997,por qué se desea feliz navidad es un puta semana de mierda ya está bien de tonterías,0
998,el sábado en modo árabe como dijo david,0
999,mi novia es una guarra no se ducha desde el año pasado ,0
1000, es que sinceramente ni puta gracia me haces y si me insultas menos así que callate la puta boca gracias,0
1001, callate si ni me mandas zorra,1
1002,quiero pegarte pq estás bien imbécil y después darte un besito ,0
1003,a lo mejor si alguien no lucha por alguien es porque no mereces la puta pena no siempre es culpa del que no lucha,0
1004,me follo a los negratas,0
1005,infeliz no seria un termino que el se merezca no soy dios para juzgar pero este hijo de puta merece el infierno en tierra httpstcolobptarg,0
1006, rata ya te va a tocar y en tu familia una enfermedad lenta y cruel es lo que te mereces hijo de una perra porque de ahí venísnada dura para siempre divertite ahora ya llegará la hora,0
1007,joooooloooovvvv soy una mancha negra en una escuela de güeros,0
1008,la extrema derecha no engaña ya a nadie y menos a los que trabajan en ordenar la identificación traslado  guardias civiles de la valla de ceuta sospechan que rivera y casado visitan la frontera sur solo para “hacerse la foto” httpstcoqbtdsknzs vía ,0
1009, jajajajajajajajajajajajajjajajajajajaja cállate puta reventada en  años me recibo ahre yaki,1
1010,no entiendo las entradas a mi blog tengo público irlandes y de eeuu son bots me secuestraran los  arabes nose pero meto el chivo de mi blog porque puedo httpstcoiodeciy httpstcoroijmg,0
1011, nos vas a enseñar la polla,0
1012,un vicepresidente de la diputación de alicante pp aboga por deportaciones masivas de inmigrantes a quienes acusa de una invasión silenciosa éste no sabe que corre sangre árabe por sus venashttpstconvvbyrhdf,0
1013,de todos los países árabes es marruecos que se ajuste a la fantasía de sherezade y mil y una noches del más cercanos es una ciudad de calles subterráneas la arquitectura antigua y secreta jardines amurallados que dicen mucho acerca de una historia que era real y ,0
1014, na ma porque tú eres una perra sin corazón,1
1015, y digo yo si se pretende dar un mensaje puramente político por qué no se lo escriben a un tío en la polla ,0
1016,nos han repetido una y diez mil veces que no podemos devolver a los inmigrantes subsaharianos hayan delinquido o no porque no hay acuerdos de colaboración con esos países pues bien ahora vais a ver lo rápido que nos devuelven al violador que se escapó en cantabria,1
1017,hola soy leo y tú ahhh sí tú eres pendejo porque marcas vuelta cuando ya la estás dando hijo de tu puta madre,0
1018,el ministro alejandro finocchiaro nos prometía finlandia en educación hace poco con colaborando hoy con el ajuste lejos de parecernos a finlandia estamos más cerca de parecernos a cualquier país subsahariano  lástima no,1
1019,kamiiiiiiiigaaaaaa tu eres la amiga que se mete las pollas doblás en el cooooooñooooooo zorra vete a tomar por culooooo peazo puta anda zorraaaaa i sing it like camina,1
1020,pobre niño jesús porque si le llevan lo que tu eres le va a caer tremendo comunista hijo de puta encima desde venezuela con cariño argentino sinvergüenza httpstcosefdeywkq,0
1021, cállate pendejo pinche zángano vividor del pueblo nos jodes con su puta y todavía vienes y nos regañas no eres más que un hijo de reputisima madre,0
1022,aún tengo mis dudas porque dicen que un hombre es puto por estar con hombres entonces una mujer es puta por estar con mujeres,0
1023,ya cállate puta ni eres oficial ,1
