,Category,text
2122,0,esperen me acabo de dar cuenta que solo me están hablando por qué tengo un chicharrón preparado que feas <> 
2123,0, mira como se puso el concierto en luna park así es que ve y compra tus putos boletos alv prro 
2124,0,mira mi compa te gusta la verga chueca aquí te dejo mi verga de lada la tengo cabezona gruesa 
2125,0,les juro que mi gata es lo más hermoso que existe 
2126,0, que ella se haga pendeja así me que se dice no le quita a él lo nefasto 
2127,0,misoginia nivel pro 
2128,1, mismo cuento mismo mártir mismas mamadas de siempre neta que caes mal puto anciano orate y mitómano vete alv infeliz 
2129,0,ya pasó de moda ser lesbianamachorrapelocorto 
2130,0, si te quiere vendrá por ti le dijeron a ella si la quieres déjala ir le dijeron a el moraleja putos amigos cabrones 
2131,0,nuestra madre santísima de san juan de los lagos jaliscoméxico 
2132,0,no se como le caigo mal a la gente si soy buena onda carismático sociable solidario soy la verga el puto amo nadie llega a mi nivel 
2133,0,tus compañeros que gritan que los expulsen porque les vale madre el reglamento de la uni y se sienten bien vergas porque no les hacen nada 
2134,0,pequeñas pero ricas q se antoja mamar chupar y morder esos ricos pezones hola 
2135,1, holanda fuera chile fuera estados unidos fuera con méxico no se metan putos 'v 
2136,0,alv pura mujer loca me toca a mi ya me rindo alv xd 
2137,1,si vas a estar mamando lo religioso que eres no seas una mierda de persona wey y viceversa 
2138,0,correos putos el problema acá es que yo lo necesitó para el domingo y si mañana no lo traen me mató 
2139,0,el hijo de magic johnson un ícono de la comunidad gay clarín 
2140,0,qué feo que se limiten hasta en su vocabulario y les dé pena decir verga 
2141,1,jajaja tanta mierda a las mujeres no es normal creo que eres un marica y está bien respeto tus decisiones 
2142,0,cómo chingados no van a poder comprar dos putas laminas porque no les da tiempo 
2143,0,no soy amargado todo está de la vil verga cada día más y eso ya no queda en mí 
2144,0,ya consiganse un novio o novia como mejor les parezca pero dejen de mandarme tantos putos mensajes 
2145,0,tanta topa bonita que me gustaría ponerme pero no me queda por gorda y fea 
2146,0,puto desmadre reforma pito metrobus putos todos 
2147,1, por los interee y que del pueblo será cierto dino saurio hdp y traidor 
2148,1,fnatic me acaba de cagar el pick'em no vuelvo a confiar en los putos europeos 
2149,1, que sabes hdp que te metes a vos 
2150,0,hoy andan más putas que de costumbre acabo de leer a varias cuentas que se les nota lo urgídas a años luz de distancia gobiérnense chinga 
2151,0,sos stan h necesitan desnudarse para vender putas yo y cuando ellos se desnudan no dicen nada sos stan eso fue hace años 
2152,0,ya me di cuenta que mis ganas de hacer tarea en realidad son mis ganas de tener la tarde libre para mi grandote ya no me siento una loca 
2153,0, que tiene que ver la canción ardida con que la gente crea de mi lo peor jajajaja 
2154,0,está bien cabrona gran artista de este siglo <> 
2155,0,youtube haciendo idioteces en todos los putos países pensé que era problema solo de españa o de méxico 
2156,0,quisiera decir lo mismo pero yo no marica jajajaja soy bien chida jaja 
2157,1, ratas oportunistas hdp 
2158,1, para que le hace caso a un reverendo imbécil lameculos del pri 
2159,0,savater sobre el referéndum del o ampquotlos intelectuales somos como las putasampquot 
2160,0,a mi tambien me bloqueo el eliminado vargas ni aguanta nada el joto 
2161,0,mamá luchona x todo terreno con su bendición ‍ 
2162,0,asumir la responsabilidad de decir mi mamá me hizo sufrir porque era guapa las feministas son golfas en un contexto institucional uff 
2163,1, ese hdp de todo da explicación 
2164,0,cosas culeras del transporte la gente que se recarga en ti por quién sabe qué putas razones 
2165,0, viva méxico chingada madre 
2166,0,muy mamones en twitter pero al llegar la noche duermen abrazando el recuerdo de la persona que los mandó a la verga 
2167,1,el bastardo malparido hijo d mil putas juntas no tarda en salir a hecharle la culpa a mexicoq siga apoyando la violencia 
2168,0,retweeted valentín elizalde amor de mi vida manifiéstate con un dm diciendo que podemos ser todo putos absténganse 
2169,1,a quien putas le importas y tu renuncia vete a al grupo de a lanon mueres de alcoholismo deja de mamar 
2170,0,como sentarte tantito con tus amigas y acabar riéndose como tontas hrs 
2171,0, su definición de clase es irle a los tigres que tenga tantita madre es mucho pedir 
2172,0,hagamos como si nadie se diera cuenta que me esta cogiendo de marica 
2173,1, días de bloqueo en facebook solo por un insulto no seas joto mark zuckerberg 
2174,1,decían que los putos indios iban a barrer a nueva york jajajaja y de milagro vamos de regreso a cleveland ya deberían estar eliminados 
2175,0,boda con mota y harta dama blanca impresionante capítulo mentadas de madre interesante y fuerte 
2176,0,tan perdida como alicia tan loca como el sombrerero 
2177,0, no tengas esta lengua en tu verga rigth now que no 
2178,0,viernes xxx mándame fotos de tu verga las más calientes les damos rt y más seguidores 
2179,1, pinches putos perros minutos y ya empezaron con sus mamadas nta cabrones no mamen y usted prof venga vamos 
2180,0,con ella pierdo la dignidad una y otra vez que putas 
2181,1, pinche maricon eras el puto de señor alonso pero tu no eres nadie eres un pesimo actor estas fustrado que mala imagen yo no te contrataria 
2182,0,rt javisness cuando para ti es perfecta aunque este bien pinche loca 
2183,1,habría preferido ver tanto tatuaje chileno en el mundial y no putos argentinos 
2184,0,seré muy cabrona y todo pero mi novio me tranquiliza 
2185,1,que rica puta perra con ganas de ponerte a mamar mi verga y bañarte de leche 
2186,0,gasta más en publicidad el gobierno seis veces más que lo que le dan a partidos uta madre ya me hicieron enojar 
2187,0, imagínate cabrón jejeje 
2188,0,y el de la nación catalana que putas hace en la foto 
2189,0,perdón me alteré dd oye me vas a decir que estoy loca pero justamente ayer soñé contigo y con willy 
2190,1, basta hdp jajajajaja de donde sacas eso te voy a matar 
2191,0,putas estas dos semanas de parciales están acabando con mis nervios 
2192,0,lucio urtubia tengo años y aún creo que este puto mundo se puede mejorar 
2193,0,jaaa ya extraño empedar la vida loca contigo amigui diegui 
2194,1,yo a ella la conocí en una fiesta que hice por una amiga ella iba con su novia de ese entonces que por cierto es re fea y gorda 
2195,0,para que un detalle si les vale verga 
2196,0,hoy en chicasyescorts samatha nalgona aguascalientes 
2197,0,no entiendo la economía ahora las putas dice que se adaptan a tu presupuesto neta 
2198,0,vamos a decir que pilar abel está igual de loca que dalí pero sin su genio 
2199,0,me surrrran sus putas moditas pendejas como huevo con catsupvalentín elizalde club de cuervos etcétera etcétera 
2200,1, a la verja me vale verja perro v jálate hijo de tu puta verga a la verga vergazos conmigo a la verga 
2201,0,buenos días mundo me vale madre y hoy voy a lavar 
2202,0, en la madre 
2203,0,bueno termina una semana muy agitada una buena semana la loca soy yo no la semana 
2204,0,las caras de la corrupción que feas no nacieron así la ambición el gusto por la maldad transforman la gente en monstruos 
2205,0,o a menos que pierdas sus tupper ahí sí ya te cargó la chingada 
2206,0,ahorita estaríamos en calzones acostados viendo una serié pero te valió verga nuestro amor 
2207,1,hace año me robaron mi celular en mi depa y este año me robaron una computadora en mi casa por que no me roban la vida mejor pinches putos 
2208,0,dicen que el que madura se arruga pues yo ya me ando poniendo bien madurito de los párpados 
2209,0,la empatia de la madre la lleva a coenamorarse del hombre a quien la hija ama lo cuallleva a contraer formas graves de neurosisfreud 
2210,1, pinche perra que buen culo te cargas para nalgueartelo y estrellarte los huevos mientras te parto el culo a fuertes vergazos 
2211,1, pobre joto prepotente cualquier otro lo hubiéramos sacado de los huevos y a madrazos de ahí al perdedor de yáñez 
2212,0,a veces la gente tiene actitudes tan tontas que me sorprende que se llamen adultos 
2213,0,no les pasa que a veces sienten que la han cagado bien cabrón pero también sienten como un alivio 
2214,1,chinguen a su madre putos 
2215,0,y mi mamá q pensaba q yo estaba loca x pensar q es hijo de desde q vi lo güerito q es 
2216,0,siempre te pases de verga conmigo pero al fin tu eres el que sale perdiendo porque otra como yo nunca 
2217,0,resumen de mi primer fin de cervantino mega peda loca de mis vecinas arriba en la terraza rompieron mi chapa no invitaron 
2218,1, q doble moral y eso le enseñas a tus hijos pobres q pena q su mamá se una hdp q se enteren q humillas a las personas 
2219,0,las putas mas caras de toda mi vida han sido sin duda esas putas ganas de volver a verte aun sigo pagando las putas consecuencias 
2220,0,tengo unas putas ganas de leer nuevamente harry potter 
2221,0,no mamen en fb comparten cosas feas para meter más miedo como joden encima q mi familia se lo cree y chinga 
2222,1, luego por que te cuelgan y te hacen la “era del hielo” eeeeh pinche vato joto ojete 
2223,0,el de las fotos que suben de sus bultos son puro bulto'ebolas puras pelotas y casi nada de verga no crean que no nos damos cuenta 
2224,0,por qué las fotos de nalgas y chiches generalmente van acompañadas de una frase motivacional no hay necesidad puteen sin mamar tanto 
2225,0,si es real jajajaja puedes checar igual estoy mamando nada más 
2226,0, wl q retwitee esto es joto v 
2227,0, grrrrr que el werito me cocine su camote 
2228,1,el contexto sirve como referencia no es ley pero si a esas vamos putos todos 
2229,0,creo que hay preguntas muuuuy tontas bye 
2230,1,hoy es y se lo dedico a los putos americanistas y a los de la ¡¡¡chinguen a su puta madre 
2231,0,esta morra neta quiere hacerme sentir mal o que verga 
2232,1,tu madre es muy gorda 
2233,1,chingas atu madre pendejo tu que aportas al fútbol mexicano 
2234,1, chinga tu puta madre que te mal pario en un charco de sangre 
2235,1,así este pendejazo jijo de la chingada manipulador engañaidiotas de lópez obrador 
2236,0, lo más cagado es cómo piensan que si son mucho más creativos que las generaciones anteriores están convencidísimos 
2237,1,por una cachetadita pinche marica le tuvo miedo al yañez 
2238,0,esta súper cagado que te empiece a gustar alguien y se vaya a vivir al otro lado del mundo al día siguiente 
2239,1,acá estamos pendejo a nosotros no se nos va el internet joto 
2240,0,y puta mañana ya vi la misma mierda de toda esta semana el wey no durmió segun por mi culpa y me va tratar de la verga y 
2241,0,la verdad es que nunca me ha gustado mi cumpleaños es otro puto día de mierda más 
2242,0,lo he decidido volveré a ser gorda feliz al fin que siempre estare sola en moosthar house 
2243,0,o sea yo pensé que estaba mal pero ya me di cuenta de que ni siquiera soy loca bien 
2244,0,alguien que me diga que putas significa aoc please 
2245,0,pues lloremos juntos total tambien los putos hombres lloramos 
2246,1,yo tbm pensé que en chiapas había pura prieta color de llanta <> 
2247,1,pinche marica no tiene palabra y se la quita con su hija 
2248,0,puta madre ya nos jodio bien jodidos 
2249,0,lloverá y ya no seré tuya seré la gata bajo la lluvia y maullare por ti 
2250,1,para mal hdp ya no juegas mcpe ya no me mandas links ya nada cabron 
2251,1,vete a la verga que no tu ya estabas muerta cuantas putas vidas tienes 
2252,1, hdp como a ellos les pagan hasta la gasolina pinches vividores corruptos 
2253,0, jajaja el me habló muy random yo solo fui cordial si no contestamos dicen que uy que ardida nunca se puede ganar 
2254,0,ya qué putas esperan para vender el rancho de javier duarte sus posesiones y propiedades mucho dinero para ayudar 
2255,0,minecraft una loca aventura mond capitulo planes para futuro 
2256,0,pensar en uno mismo está de la shit la mayor parte de las veces 
2257,1,y aparte es el único joto de tacón rosa chale 
2258,0, estamos esperando a que el güero suba al balcón pero hoy no fue por su camote 
2259,0,play dead de es mi mood últimamente en general toda la música de la loca esta 
2260,0,ganas de mamar ese pito y más si está sudado por andar jugando fut se antoja este wey es bien morbosote 
2261,0,si preferiste ver el partido que textearme durísimo vete a la –v̶e̶r̶g̶a̶ ̶ 
2262,0,a mi bebé nadie lo toca ni dice cosas feas ee sean bromas o no tal vez estemos siendo exageradas pero por si acaso 
2263,0,yo soy una buena persona sin mamar ok así que yo no se porqué pitos me pasan cosas tan de la verga 
2264,0,a esos hdp no les deseo la muerte esto tienen que pagarlo en vida 
2265,0,hombres primero aprendan a coger y hacerlas terminar y luego están de ardidos diciéndoles putas por que los mandaron a la chingada 
2266,0,jajaja mi cabeza loca nada más ¡ya veme reservando ese bonito lugar que va a superar a kinky ¡ya te quiero ver 
2267,1,alicia fox está loca pinche vieja como ataco a mi mujer sasha en el backstage 
2268,0,no me putas carga nada y me hace enojar mucho 
2269,0,maigos de verdad yo sé que la soledad es cabrona pero no mamen con estar con alguien que no quieren por no sentirse solos 
2270,0,obvio lo logró pero al parecer me asusto confrontativamente recibió mi mirada loca y varios 'carajo qué' terminando con un 'pendejo' 
2271,0, siempre les digo a las jóvenes que trabajen para evitar que las mantenga un mazacote que les cuente el dinero tontas 
2272,0,el perro que se haya robado mi celular se quedó con todos mis putos packs alv 
2273,0,pásenle a cartoon network ya está a punto de empezar dragón ball super con el estreno de la saga de trunks del futuro que putos nervios 
2274,1,hijos de la chingada para sus putos festivales ruidosos e ilegales si tienen madre noa la carcel zuleyma y monrata 
2275,1,en qué momento dejamos de frecuentar los baños para drogarnos y lo cambiamos por las selfies pinche generación de la verga 
2276,1,la clave para conquistar a una mujer es hacerla reír porque cuando ríe el cerebro deja de recibir oxígeno y es más fácil hacerla pendeja 
2277,0,hasta ahorita me enteré que volvió a empatar argentina vale verga que decepción 
2278,0,se ven bien ardidas esas que ponen indirectas para sus ex quedantes wey ya fue 
2279,1,ponete a correr gorda está bien que las puertas del gimnasio de abren pero va a llegar el momento en que no vas a pasar el mejor profff 
2280,1,messi y cristiano se quedarían pendejos al ver cómo juegas tu con mis sentimientos hija de tu puta madre 
2281,0,vuélvete mala mujer porque siendo buena te toman de pendeja 
2282,1,de verdad que chinguen a su madre todos hoy me cae 
2283,1, pinche vieja ardida no sabe ni bailar obvio la tenían que sacar 
2284,1,gracias por tus huevos que le pones a tan marica 
2285,0,este tipo de verga me encanta gueritas para sacarles la leche 
2286,0,un día más de soñar que conozco a y despertar y darme cuenta que pues ni madres sólo era otro sueño 
2287,0,marica como que sophie turner se va a casar con joe jonas ¡quien hace eso 
2288,1,los like de los putos esos de tus amiguitos 
2289,0,fue milton quien acoso y pidió besos a la gorda esa en el uber 
2290,1,ahora si no ahora resulta que ya todos son fans de bad bunny hijos de la verga 
2291,1, nel alv me vale berga prro jalate jijue tu puta berga me vale berga prro 
2292,0,y al rato que la manden a la fregada ya se siente mal y llora y sufre a estas alturas ya debe sab… 
2293,0,pd viene en plan cariñoso con la tipa así que si creen que estoy loca no es así 
2294,1,saludos a la gorda y a tu mamá 
2295,0,marica le escribí a todo el mundo y nadie tiene ese libro 
2296,1,solo las gordas y feas critican a ah bueno y también los jotitos 
2297,0,el problema de los provida que buscan quieren y pelean castigar el aborto sólo quieren qe los niños vivan les vale madre si viven bien 
2298,1,qué fácil es pedir un hombre guapo mamado adinerado y pitudo cuando estás toda culera y de la verga pinches morras pendejas 
2299,1,este wey esta marihuano a quien putas madres le va a doler que cruz azul le a pumas chingas a tu puta madre por pendejo 
2300,1,solo te diré una cosa me das asco pinche joto 
2301,0,estoy casi segura de que en este momento rihanna y yo somos la misma talla pero pues obvio ella espectacular y yo forever gorda 
2302,0, los huevos no son al gusto la frase que más putas he escuchado estos últimos meses y que recordaré por otro buen rato 
2303,0,a este putito si no le hago un hijo le hago un queso 
2304,0,amigos la he cagado muchas veces y lo sigo haciendo pero también trato de mejorar y espero que algún día lo que hago bien sea más 
2305,0, a palabras necias y tontas oídos sordosignoralos erika 
2306,0,estaba loca maldita sea estaba loca tenía en su cabeza una locura hermosa como no iba a perder la puta razón por ella 
2307,0,como cuando tomas tu turno para partirle su madre al mundo 
2308,0,me cancelaron mi clase de a de la noche putas clases caras y sin tenerlas puedo ir a tomar más temprano 
2309,0,que verga con el tráfico llevo casi una hora en el bus y ya hasta me eche una pestañita 
2310,0,si no le compre funda loca para que no llame mucho la atención estoy consciente de los robos 
2311,0,when mi tío a por mi a la escuela de regreso a casa me deja agarrarle la verga es tan lindo <> 
2312,0,ayer me desperte en la madrugada am super asustada porque tuve un sueño horrible del fin del mundo y otras cosas feas entcs abro los ojos 
2313,0,hahahaha se dicen ellas mismas de que tontas fueron que hubieran hecho esa oportunidad 
2314,0,y yo si me los pongo me parto la madre 
2315,1,jajaja pues puros borregos callados que les están metiendo la verga así en seco y no dicen nada en contra de tc v 
2316,0, día de señora luchona 
2317,0,esta es la calidad informativa de lasexta en función de la ideas políticas de las víctimas pasen y lean 
2318,0, destruyen bien cabron 
2319,0,una fiel e inteligente puede transformar al mundo a través de la vida de su hijo a quien guía cada día con tanto amor 
2320,0,mamá imelda fue mi heroína desde que mandó a la chingada todo y se decidió a hacer zapatos joya y sí se quedaron cortos 
2321,0,como cuando eres ejecutiva deportiva skato emo madre luchona y padre a la vez … <> 
2322,0,esta historia esta más vergas que todo lo escrito por los jóvenes poetas del tuiter aprendan algo puta madre 
2323,0,pero no llevan pistolas corren todos como putas ratas y cobardes que son solo en manada como los borregos 
2324,1,mejor que te regalen una buena cogida para que no idolatres a tanto joto de la radio 
2325,0, yo soy mama luchona eh 
2326,1,me valen pito sus series culeras veanlas sin estar mamando que las ven 
2327,0,un cliente le está tomando fotos a mi gata se la quiere robar o qué pedo 
2328,0, para chiflar como gohan 
2329,1,¡que no joto que no si ya tenías mi follow pa' qué me das uf no te voy a volver a seguir ‍ 
2330,0,izquierdistas para que putas esbtan dividiendo a guatemala a caso están ciegos 
2331,0,porque estoy tan gorda 
2332,0,confírmen si me estoy convirtiendo en un tata me dejé el cabello largo empece a escuchar pearl jam valemos verga en la misma carrera 
2333,0,cc le dices a tu mejor amigo que estás gorda 
2334,0,comrpobado a las personas las buenas siempre les pasan cosas malas o muy feas que no se merecen 
2335,0,estoy hasta la puta madre de que todas las cosas de star wars estén bien putas caras 
2336,0,¡eso es un secreto a voces solo las autoridades se hacen de la vista gorda… 
2337,1,el joto de me reportó y enseguida me blokeo 
2338,0,si mi verga fuera pluma y mis huevos tinteron con mi semen te escribiría un te quiero 
2339,0,es fácil esquivar la lanza mas no el puñal oculto 
2340,0,salvameeeeeeeee me quisieron volver loca pero no divertido 
2341,0,y de atascado le seguí dando verga a este culo súper rico 
2342,1,es mi imaginación o las niñas de cerro están cada vez más feas 
2343,0,y me fue súper verga en mi trabajo yeeeei los días buenos come back 
2344,0,ni madre ps si lo que quiere es descansar de nosotras 
2345,0,que cachonda te ves me gustaria tocar esas ricas piernas y abrirlas para mamar esa panocha deliciosa… 
2346,1, ya mejor sácate a la verga shinji pinche marica alv mano esa es una versión de evangelion que sí me prendería mi anafrito d 
2347,0,las putas misiones del mundial parecen que juntaron a pelabolas en un cuarto los sentaron por minutos y salieron con lo mas pendejo 
2348,0,échenle chingazos pra dar el ya que este fin de semana nada más fueron a dar las nalgas 
2349,0,puta pues soñé eso toda la noche literal no descanse nada que poca madre 
2350,0,muy luchando por los derechos con su lenguaje incluyente pero a todos y todas les valemos verga los izquierdos gente con doble moral ' 
2351,1, si eres pendejo de verdad estás viendo mi ubicación y crees que soy de satélite ahi está mi dirección putito a ver si muchos huevos 
2352,0,como debe ser chingada madre 
2353,0,dónde quedó esa venezuela a la que solo le preocupaban las armas los asesinatos y las putas 
2354,0,sí soy serio y callado no es porque sea tímido o mamón es que al chile todos me caen de la puta verga 
2355,0,ay por favor la tradición del rotoplás de agua loca era norma desde que yo era estudiante y miren que eso no fue… 
2356,1,me caga las chavas tontas diciendo que mueren por el y ni siquiera han acabado la prepa 
2357,0, perfect putos me la llevé sin replica aczino guarden el twit 
2358,0,yo tengo de todo yo tengo y vivo tranquilo cabron 
2359,0,siempre se la he querido mamar y que me coja un wey con perforación en el pene 
2360,0,oigan ya ya no quiero estar gorda 
2361,1,no pendeja no eres guapa son los filtros y las ganas de coger de los cabrones que te dicen que lo estás 
2362,1,redactan con el culo parecen retardados ni una puta pregunta pueden formular no fueron a la primaria o qué verga les pasa 
2363,0, sonríele a todos no es necesario que todos sepan que te pelan la verga 
2364,0,como buena gorda espero el episodio de 
2365,0,la etapa en la que te empieza a valer verga la vida 
2366,0,en pareja no deben existir secretos así la hayas cagado es mejor estar con la mente tranquila de que le contaste la verdad así le pierdas 
2367,0,karminaa golosa putita fácil para hoyllama y prueba 
2368,1,súbale más a sus bocinas para ver si asi se le revientan ala verga y ya no pueda poner su mugreo viejo pendejo 
2369,0,y como todos los años mi cumpleaños ya empezó a valer verga 
2370,0,que tu mesera se de cuenta que eres una gorda y te haga recomendaciones de platillos gordos enamora 
2371,0,me estoy intoxicando o que putas vergas estoy a punto de morir de dolor no mameeeeees 
2372,0,ojalá venga pronto la muerte de maduro putos 
2373,0, jaja el nuevo iwatch es doctor reloj teléfono y mamá luchona al mismo tiempo 
2374,0, al final era una luchona ella no quería pero sólo eso le quedó 
2375,0,amigo déjame decirte que si no se lo chingaban igual su fama iba a valer verga en máximo dos años abrazo 
2376,1,verga dybala es un inflado dice que además se pone necio de que sabe más que hugo sánchez y jared pinche terco 
2377,0,es que no me gustan los putos emojis en un android verga ya que se actualicen 
2378,1,amigos hasta para ser “joto” se necesitan huevos y un chingo 
2379,0,a huevo puta madre arriba la máquina carajo 
2380,0,nmms están sp feas las historias de miami 
2381,1,como me dan ganas de darte cachetas con mi verga en esa carita de puta 
2382,0,madre del alto manhattan demanda arresto conductor atropelló hija 
2383,1,por que los putos de gdl nunca quieren entrar a los putos estacionamientos pinche mal servicio 
2384,0,yo por eso me dormi a las me va a llevar la verga de igual forma pero al menos estoy descansado ‍ 
2385,0,mi verga va a reventar mi short eso de estar bultoso hace que me miren el paquete por la calle dale rt 
2386,0,una vez a mis papás se les olvidó recogerme de la escuela no sé con qué putas ganas espero que alguien me quiera 
2387,0,parecemos pandas porque somos cachetonas ya paren de mamar 
2388,0, aunque tengo un chingo de miedo con esa está muy cabrona 
2389,0,limonada de fresa con vodka el trago más marica que verán este día este día hasta ahora 
2390,1,y no me importan lo que digan esos putos periodistas 
2391,0,vamos a beber el fin o qué pedo le digo al puñal de tu hermano y que se arme 
2392,0,los diseñadores del trabajo no valen verga pinches diseños feos 
2393,1, sabía en menos de una hora regresarías causó ese efecto siempre los pendeja como tu regresan y caen prieta cachetona lo sabía 
2394,1, eres goloso medio camote adentro y quieres más pues ahí te va mugroso pendejo <> 
2395,0,comenta una frase típica de mama luchona 
2396,0,re siiii por qué nací tan loca por ellos y a la vez tan lejos 
2397,0,qué piiiinches feas están las páginas de anime con subs en español 
2398,0,preparan monumental “agua loca” en un tinaco ¡y todo se sale de control 
2399,1,oye no le pierdes con el precio de tus boletos contra los putos del américa 
2400,0,cómo hacer entender en el grupo de la familia que me cagan las putas cadenas de oración imágenes de piolin y videos chistosos 
2401,0,wow esas chichotas para mamar y esa panochita nien abierta lista para penetrar 
2402,1,una perra ardida ahora si muy vergas y en su momento otra loca ay que aprender a su perar mija pero sobretodo aceptar con huevos como dices 
2403,0,semáforo rojo hdp 
2404,0,pensé que estaba comiendo como rehén por gorda y pues no ya me va a bajar 
2405,1,memo buffon zelada chilavert ochoa hijos de toda su chingada madre 
2406,0,ya no tengo dinero así que me voy a vender a los putos que siempre me han querido coger a ver si saco algo 
2407,0,si sobrevivo este fin de semana puedo decir que soy luchona profesionista máster madre padre y quita calenturas a la vez 
2408,1,che maricon si hasta dijiste el viernes pago pero no hay pedo igual los vamos a chingar en copa quiero… 
2409,0,consejo para toda la vida siempre que vayas a un concierto y haya un telonero no lo abuchees ellos se rompieron la madre para estar ahí 
2410,0,si no es el segundo piso es ruo san joaquin ya estoy hasta la madre del tráfico 
2411,0,mientras ustedes ven club de cuervos y game of thrones yo busco floricienta online porque soy joto y está bien 
2412,1,como es posible que mi cobro sea veces mi renta mensual con un plan fijo son unos putos ladrones 
2413,1,oye maricón por qué no pusiste la otra mejilla como buen putito católico 
2414,1, con el alcohol hasta el mas macho tira golfas afloja cazalo o en una fiesta ponlo borracho y de que le sacas una mamada se la sacas 
2415,0,ser delgada no te hace linda y ser gorda no te hace fea 
2416,0,extraño poza bueno a mi familia en si porque sales a comprar tu zacahuil y te matan a la verga 
2417,0,esta lloviendo hasta su puta madre 
2418,0,hoy es un día muy especial para una mujer hermosa y auténtica 
2419,0,a menos que seas joto porque entonces ni entras siquiera 
2420,1,te burlaste de tigres cuando lo botaron de copa y públicas de nuevo juzgar pinche joto 
2421,1,el senador tiene sus prioridades no lo molesten al hdp 
2422,0,top cosas que quiero que le cuentes que te conocí bailando que soy mejor que él que te traigo loca que tú me quieres ver 
2423,1,cada vez que te stalkeo me dan ganas de cerrarte el hocico a vergazos por eso mejor te bloqueo por el bien de los dos 
2424,1,si son muy pendejos los de la cafe teniendo un chingo de personas para atender y solo tienen putas cajas registradoras 
2425,0,nuca faltan las imbeciladas y siempre una marca grande cae como gorda en tobogan alguien se ha quedado sin chamba por el temblor 
2426,0, no invoques a esa madre xfavor 
2427,0,hoy mi outfit fue de licenciado papá padre que no vale verga y licenciado sin trabajo 
2428,1,apunten pinches mocosas tontas <> 
2429,0,una semana sin prender mi computadora ósea una semana sin jugar videojuegos me estoy mamando 
2430,1,pues tú y pueden ir a chingar a sus putas madres 
2431,1,¡¡tú estás fea tú estás fea heraclia fea heraclia heraclia tú y tu pinche madre y tu puta madre fea heraclia 
2432,1,que hdp en lugar de colgarse de háganse cargo y garanticen seguridad con esos tyc apoyan la impunidad e inseguridad 
2433,0,estoy hasta la verga de la disque graduación de la puta maestría pura sacadera de dinero 
2434,1,fea gorda culera y mamona ¡no puedes ser tienes que ser amable 
2435,0,una esposa milf así con logita pero chichona y culona y pernuda a poco no quisieran una así <> 
2436,0, chichona nalgona piernuda estás bien buena sabrosa bonita y sueña conmigo 
2437,0,la esquina de maestros de no mamar invencible 
2438,1,che si el relator es de allboys ponganlo a relatar a los putos de floresta tremendo culo ardido el hijo de puta 
2439,0,laic si me veo gorda en esta foto se ve bien rik likes 
2440,1,te gusto dile la verdad al mundo maldito marica come pene cada vez que respires 
2441,1,que dice un funcionario del gabinete de chespeñito que es por que somos tarugos tarugos si por seguirlos aguantando hdp's 
2442,0,dksilos y rancho las prietas te invitan este de septiembre a la cosecha de ensilaje de <> 
2443,1,estoy segura que la gorda le quería dar la mordida a tu pastel 
2444,0,me siento culpable porque supere bien rápido por el wey que me mandó a la verga hace como una semana 
2445,0,qué putos nervios no puedo dormir waaaaaaaaa 
2446,1, a este le dijeron síguele de payasito y te va a cargar la chingda 
2447,0, está cabrón tengo una entrega mañana y por más que quiero concentrarme nomás no jaja ya mejor me voy a poner a ver porno 
2448,0,y hoy diplomado hasta las pm y yo loca por irme a mi casa 
2449,0,hasta puñal tiene que usar fierro por no tener uno 
2450,0,es divertido que un meme andante te diga estás bien cagado 
2451,0,a mi también se me hace gordapero la riata 
2452,0,pone temas buenos buena musica aunque sea forra no todos los putos dias rock nacional esta bueno pero cansaaa 
2453,1,mi vecina me acaba de despertar con su música a todo volumen ya se la cargó la verga 
2454,0,como dice un dicho mexicano el que ríe al último rie mejor putos ahora pasa a ser… 
2455,0,quién es esa loca que va bailando como loca en el tráfico 
2456,1,a ver putos europeos de cagada si no quieren jugar quédense alla hijos de perra 
2457,1,putos asquerosos que se la vayan a jalar con otra cosa 
2458,0,un wey quiso quitar la de rock dj afirmando que es para putos i guess i'm puto then 
2459,0,superman superman ya tu chica esta muy loca por meterse tanta coca 
2460,0,amikas mejor mis fologüers masculinos no mandan nada putos 
2461,1, que poca madre y los demás son hacer nada malditos hdp 
2462,0, jajajaja esa madre ni era pase y lo convertí en un golazo 
2463,0, si fuera china de billete tendría las cartas que quiero qoq 
2464,0,un mensaje para el amor de mi vida ya me vales verga mi amor besos 
2465,1,solo las mujeres los niños y los putos usan chanclas de pata de gallo 
2466,0,que loca la rogelia no queriendo compartir la chiluda 
2467,1,a huevo me cagan los putos chilenos mierderos bosteros celebro enérgicamente 
2468,1,esto hdp están pidiendo a gritos que los mande a la mierda y me busque otra chamba 
2469,0,en un mundo paralelo a la verga lo carga el hombre 
2470,1,por qué las gordas que adelgazan se empiezan a vestir como vil putas 
2471,0,a ver a ver primeramente quién les dio estas camionetas a la verga 
2472,0,la amo un chingo amigos un puto chingooo qué belleza de guiones 
2473,0,ni siquiera bruno mars jala en una boda pon las putas cumbias cabron 
2474,1,váyanse a la verga jajsjasjjaa yo quería ver dr house pero tienen razón igual veré dr house putos 
2475,0, g o era una madre así v 
2476,0,me caga que de frente me veo súper ancha de lado maybe me puedo ver delgada aveces pero de frente siempre me veo gorda 
2477,1, chingas a tu putísima madre pedrito mailob 
